"","ensembl_gene_id","external_gene_name","refseq_mrna"
"27489","ENSG00000125447","GGA3","NM_138619"
"27490","ENSG00000125485","DDX31","NM_138620"
"27491","ENSG00000153094","BCL2L11","NM_138621"
"27492","ENSG00000100106","TRIOBP","NM_138632"
"27493","ENSG00000118507","AKAP7","NM_138633"
"27494","ENSG00000263639","MSMB","NM_138634"
"27495","ENSG00000105968","H2AZ2","NM_138635"
"27496","ENSG00000101916","TLR8","NM_138636"
"27497","ENSG00000165410","CFL2","NM_138638"
"27498","ENSG00000126453","BCL2L12","NM_138639"
"27499","ENSG00000154040","CABYR","NM_138643"
"27500","ENSG00000154040","CABYR","NM_138644"
"27501","ENSG00000173457","PPP1R14B","NM_138689"
"27502","ENSG00000116032","GRIN3B","NM_138690"
"27503","ENSG00000165091","TMC1","NM_138691"
"27504","ENSG00000266265","KLF14","NM_138693"
"27505","ENSG00000170927","PKHD1","NM_138694"
"27506","ENSG00000173662","TAS1R1","NM_138697"
"27507","ENSG00000228001","TRIM40","NM_138700"
"27508","ENSG00000237046","TRIM40","NM_138700"
"27509","ENSG00000227458","TRIM40","NM_138700"
"27510","ENSG00000224496","TRIM40","NM_138700"
"27511","ENSG00000236399","TRIM40","NM_138700"
"27512","ENSG00000172524","TRIM40","NM_138700"
"27513","ENSG00000233931","TRIM40","NM_138700"
"27514","ENSG00000204614","TRIM40","NM_138700"
"27515","ENSG00000168303","MPLKIP","NM_138701"
"27516","ENSG00000165509","MAGEC3","NM_138702"
"27517","ENSG00000186675","MAGEE2","NM_138703"
"27518","ENSG00000282130","NSMCE3","NM_138704"
"27519","ENSG00000185115","NSMCE3","NM_138704"
"27520","ENSG00000169885","CALML6","NM_138705"
"27521","ENSG00000198488","B3GNT6","NM_138706"
"27522","ENSG00000136848","DAB2IP","NM_138709"
"27523","ENSG00000132170","PPARG","NM_138711"
"27524","ENSG00000132170","PPARG","NM_138712"
"27525","ENSG00000102908","NFAT5","NM_138713"
"27526","ENSG00000102908","NFAT5","NM_138714"
"27527","ENSG00000038945","MSR1","NM_138715"
"27528","ENSG00000038945","MSR1","NM_138716"
"27529","ENSG00000206256","PPT2","NM_138717"
"27530","ENSG00000168452","PPT2","NM_138717"
"27531","ENSG00000228116","PPT2","NM_138717"
"27532","ENSG00000236649","PPT2","NM_138717"
"27533","ENSG00000231618","PPT2","NM_138717"
"27534","ENSG00000206329","PPT2","NM_138717"
"27535","ENSG00000227600","PPT2","NM_138717"
"27536","ENSG00000221988","PPT2","NM_138717"
"27537","ENSG00000112053","SLC26A8","NM_138718"
"27538","ENSG00000158373","H2BC5","NM_138720"
"27539","ENSG00000281449","BCL2L14","NM_138722"
"27540","ENSG00000121380","BCL2L14","NM_138722"
"27541","ENSG00000281449","BCL2L14","NM_138723"
"27542","ENSG00000121380","BCL2L14","NM_138723"
"27543","ENSG00000007341","ST7L","NM_138727"
"27544","ENSG00000007341","ST7L","NM_138728"
"27545","ENSG00000007341","ST7L","NM_138729"
"27546","ENSG00000118418","HMGN3","NM_138730"
"27547","ENSG00000151338","MIPOL1","NM_138731"
"27548","ENSG00000110076","NRXN2","NM_138732"
"27549","ENSG00000170950","PGK2","NM_138733"
"27550","ENSG00000110076","NRXN2","NM_138734"
"27551","ENSG00000179915","NRXN1","NM_138735"
"27552","ENSG00000087258","GNAO1","NM_138736"
"27553","ENSG00000089472","HEPH","NM_138737"
"27554","ENSG00000143612","C1orf43","NM_138740"
"27555","ENSG00000087088","BAX","NM_138761"
"27556","ENSG00000087088","BAX","NM_138763"
"27557","ENSG00000087088","BAX","NM_138764"
"27558","ENSG00000145730","PAM","NM_138766"
"27559","ENSG00000172927","MYEOV","NM_138768"
"27560","ENSG00000140983","RHOT2","NM_138769"
"27561","ENSG00000163040","CCDC74A","NM_138770"
"27562","ENSG00000169193","CCDC126","NM_138771"
"27563","ENSG00000164209","SLC25A46","NM_138773"
"27564","ENSG00000198858","R3HDM4","NM_138774"
"27565","ENSG00000137760","ALKBH8","NM_138775"
"27566","ENSG00000148187","MRRF","NM_138777"
"27567","ENSG00000148399","DPH7","NM_138778"
"27568","ENSG00000151287","TEX30","NM_138779"
"27569","ENSG00000147041","SYTL5","NM_138780"
"27570","ENSG00000157107","FCHO2","NM_138782"
"27571","ENSG00000161914","ZNF653","NM_138783"
"27572","ENSG00000055211","GINM1","NM_138785"
"27573","ENSG00000163762","TM4SF18","NM_138786"
"27574","ENSG00000166352","IFTAP","NM_138787"
"27575","ENSG00000151715","TMEM45B","NM_138788"
"27576","ENSG00000150773","PIH1D2","NM_138789"
"27577","ENSG00000166428","PLD4","NM_138790"
"27578","ENSG00000166477","LEO1","NM_138792"
"27579","ENSG00000171302","CANT1","NM_138793"
"27580","ENSG00000143353","LYPLAL1","NM_138794"
"27581","ENSG00000143862","ARL8A","NM_138795"
"27582","ENSG00000162814","SPATA17","NM_138796"
"27583","ENSG00000100124","ANKRD54","NM_138797"
"27584","ENSG00000158411","MITD1","NM_138798"
"27585","ENSG00000143797","MBOAT2","NM_138799"
"27586","ENSG00000292076","TRIM43","NM_138800"
"27587","ENSG00000144015","TRIM43","NM_138800"
"27588","ENSG00000143891","GALM","NM_138801"
"27589","ENSG00000158552","ZFAND2B","NM_138802"
"27590","ENSG00000153237","CCDC148","NM_138803"
"27591","ENSG00000159374","M1AP","NM_138804"
"27592","ENSG00000198643","FAM3D","NM_138805"
"27593","ENSG00000163606","CD200R1","NM_138806"
"27594","ENSG00000279643","TAMM41","NM_138807"
"27595","ENSG00000144559","TAMM41","NM_138807"
"27596","ENSG00000164237","CMBL","NM_138809"
"27597","ENSG00000164691","TAGAP","NM_138810"
"27598","ENSG00000153790","C7orf31","NM_138811"
"27599","ENSG00000170788","DYDC1","NM_138812"
"27600","ENSG00000130270","ATP8B3","NM_138813"
"27601","ENSG00000100341","PNPLA5","NM_138814"
"27602","ENSG00000163530","DPPA2","NM_138815"
"27603","ENSG00000164893","SLC7A13","NM_138817"
"27604","ENSG00000156500","PABIR3","NM_138819"
"27605","ENSG00000146066","HIGD2A","NM_138820"
"27606","ENSG00000145730","PAM","NM_138821"
"27607","ENSG00000145730","PAM","NM_138822"
"27608","ENSG00000147133","TAF1","NM_138923"
"27609","ENSG00000130005","GAMT","NM_138924"
"27610","ENSG00000159140","SON","NM_138927"
"27611","ENSG00000148584","A1CF","NM_138932"
"27612","ENSG00000148584","A1CF","NM_138933"
"27613","ENSG00000172016","REG3A","NM_138937"
"27614","ENSG00000172016","REG3A","NM_138938"
"27615","ENSG00000163606","CD200R1","NM_138939"
"27616","ENSG00000163606","CD200R1","NM_138940"
"27617","ENSG00000100030","MAPK1","NM_138957"
"27618","ENSG00000173218","VANGL1","NM_138959"
"27619","ENSG00000153779","TGIF2LX","NM_138960"
"27620","ENSG00000149564","ESAM","NM_138961"
"27621","ENSG00000153944","MSI2","NM_138962"
"27622","ENSG00000169618","PROKR1","NM_138964"
"27623","ENSG00000166342","NETO1","NM_138966"
"27624","ENSG00000198794","SCAMP5","NM_138967"
"27625","ENSG00000170786","SDR16C5","NM_138969"
"27626","ENSG00000021645","NRXN3","NM_138970"
"27627","ENSG00000186318","BACE1","NM_138971"
"27628","ENSG00000186318","BACE1","NM_138972"
"27629","ENSG00000186318","BACE1","NM_138973"
"27630","ENSG00000109339","MAPK10","NM_138980"
"27631","ENSG00000109339","MAPK10","NM_138982"
"27632","ENSG00000184221","OLIG1","NM_138983"
"27633","ENSG00000182240","BACE2","NM_138991"
"27634","ENSG00000182240","BACE2","NM_138992"
"27635","ENSG00000152910","CNTNAP4","NM_138994"
"27636","ENSG00000071909","MYO3B","NM_138995"
"27637","ENSG00000166342","NETO1","NM_138999"
"27638","ENSG00000010704","HFE","NM_139003"
"27639","ENSG00000010704","HFE","NM_139004"
"27640","ENSG00000010704","HFE","NM_139006"
"27641","ENSG00000010704","HFE","NM_139007"
"27642","ENSG00000010704","HFE","NM_139008"
"27643","ENSG00000010704","HFE","NM_139009"
"27644","ENSG00000010704","HFE","NM_139010"
"27645","ENSG00000010704","HFE","NM_139011"
"27646","ENSG00000112062","MAPK14","NM_139012"
"27647","ENSG00000112062","MAPK14","NM_139013"
"27648","ENSG00000112062","MAPK14","NM_139014"
"27649","ENSG00000157837","SPPL3","NM_139015"
"27650","ENSG00000164509","IL31RA","NM_139017"
"27651","ENSG00000186074","CD300LF","NM_139018"
"27652","ENSG00000274205","MAPK15","NM_139021"
"27653","ENSG00000181085","MAPK15","NM_139021"
"27654","ENSG00000064201","TSPAN32","NM_139022"
"27655","ENSG00000281244","ADAMTS13","NM_139025"
"27656","ENSG00000160323","ADAMTS13","NM_139025"
"27657","ENSG00000281244","ADAMTS13","NM_139026"
"27658","ENSG00000160323","ADAMTS13","NM_139026"
"27659","ENSG00000281244","ADAMTS13","NM_139027"
"27660","ENSG00000160323","ADAMTS13","NM_139027"
"27661","ENSG00000177697","CD151","NM_139029"
"27662","ENSG00000177697","CD151","NM_139030"
"27663","ENSG00000166484","MAPK7","NM_139032"
"27664","ENSG00000166484","MAPK7","NM_139033"
"27665","ENSG00000166484","MAPK7","NM_139034"
"27666","ENSG00000080503","SMARCA2","NM_139045"
"27667","ENSG00000107643","MAPK8","NM_139046"
"27668","ENSG00000071794","HLTF","NM_139048"
"27669","ENSG00000107643","MAPK8","NM_139049"
"27670","ENSG00000198758","EPS8L3","NM_139053"
"27671","ENSG00000166106","ADAMTS15","NM_139055"
"27672","ENSG00000145536","ADAMTS16","NM_139056"
"27673","ENSG00000140470","ADAMTS17","NM_139057"
"27674","ENSG00000004848","ARX","NM_139058"
"27675","ENSG00000141551","CSNK1D","NM_139062"
"27676","ENSG00000139613","SMARCC2","NM_139067"
"27677","ENSG00000050748","MAPK9","NM_139068"
"27678","ENSG00000050748","MAPK9","NM_139069"
"27679","ENSG00000050748","MAPK9","NM_139070"
"27680","ENSG00000066117","SMARCD1","NM_139071"
"27681","ENSG00000187957","DNER","NM_139072"
"27682","ENSG00000173699","SPATA3","NM_139073"
"27683","ENSG00000088782","DEFB127","NM_139074"
"27684","ENSG00000162341","TPCN2","NM_139075"
"27685","ENSG00000163322","ABRAXAS1","NM_139076"
"27686","ENSG00000089022","MAPKAPK5","NM_139078"
"27687","ENSG00000163374","YY1AP1","NM_139118"
"27688","ENSG00000163374","YY1AP1","NM_139119"
"27689","ENSG00000291559","MASP1","NM_139125"
"27690","ENSG00000127241","MASP1","NM_139125"
"27691","ENSG00000131013","PPIL4","NM_139126"
"27692","ENSG00000110713","NUP98","NM_139131"
"27693","ENSG00000110713","NUP98","NM_139132"
"27694","ENSG00000117713","ARID1A","NM_139135"
"27695","ENSG00000166006","KCNC2","NM_139136"
"27696","ENSG00000166006","KCNC2","NM_139137"
"27697","ENSG00000138316","ADAMTS14","NM_139155"
"27698","ENSG00000116337","AMPD2","NM_139156"
"27699","ENSG00000166444","DENND2B","NM_139157"
"27700","ENSG00000138395","CDK15","NM_139158"
"27701","ENSG00000142002","DPP9","NM_139159"
"27702","ENSG00000121690","DEPDC7","NM_139160"
"27703","ENSG00000130545","CRB3","NM_139161"
"27704","ENSG00000284495","MIEF2","NM_139162"
"27705","ENSG00000177427","MIEF2","NM_139162"
"27706","ENSG00000155749","FLACC1","NM_139163"
"27707","ENSG00000164211","STARD4","NM_139164"
"27708","ENSG00000164520","RAET1E","NM_139165"
"27709","ENSG00000174429","ABRA","NM_139166"
"27710","ENSG00000185053","SGCZ","NM_139167"
"27711","ENSG00000153914","SREK1","NM_139168"
"27712","ENSG00000165832","TRUB1","NM_139169"
"27713","ENSG00000166246","DNAAF8","NM_139170"
"27714","ENSG00000174448","STARD6","NM_139171"
"27715","ENSG00000160472","TMEM190","NM_139172"
"27716","ENSG00000164037","SLC9B1","NM_139173"
"27717","ENSG00000140955","ADAD2","NM_139174"
"27718","ENSG00000188050","RNF133","NM_139175"
"27719","ENSG00000277786","NLRP7","NM_139176"
"27720","ENSG00000277071","NLRP7","NM_139176"
"27721","ENSG00000275483","NLRP7","NM_139176"
"27722","ENSG00000278173","NLRP7","NM_139176"
"27723","ENSG00000274174","NLRP7","NM_139176"
"27724","ENSG00000277179","NLRP7","NM_139176"
"27725","ENSG00000276804","NLRP7","NM_139176"
"27726","ENSG00000277776","NLRP7","NM_139176"
"27727","ENSG00000274571","NLRP7","NM_139176"
"27728","ENSG00000167634","NLRP7","NM_139176"
"27729","ENSG00000133195","SLC39A11","NM_139177"
"27730","ENSG00000166199","ALKBH3","NM_139178"
"27731","ENSG00000164535","DAGLB","NM_139179"
"27732","ENSG00000112983","BRD8","NM_139199"
"27733","ENSG00000139436","GIT2","NM_139201"
"27734","ENSG00000100427","MLC1","NM_139202"
"27735","ENSG00000187109","NAP1L1","NM_139207"
"27736","ENSG00000009724","MASP2","NM_139208"
"27737","ENSG00000114124","GRK7","NM_139209"
"27738","ENSG00000171476","HOPX","NM_139211"
"27739","ENSG00000171476","HOPX","NM_139212"
"27740","ENSG00000176679","TGIF2LY","NM_139214"
"27741","ENSG00000276833","TAF15","NM_139215"
"27742","ENSG00000270647","TAF15","NM_139215"
"27743","ENSG00000165271","NOL6","NM_139235"
"27744","ENSG00000167604","NFKBID","NM_139239"
"27745","ENSG00000180999","C1orf105","NM_139240"
"27746","ENSG00000139132","FGD4","NM_139241"
"27747","ENSG00000103707","MTFMT","NM_139242"
"27748","ENSG00000164113","ADAD1","NM_139243"
"27749","ENSG00000164506","STXBP5","NM_139244"
"27750","ENSG00000163590","PPM1L","NM_139245"
"27751","ENSG00000136925","TSTD2","NM_139246"
"27752","ENSG00000284814","ADCY4","NM_139247"
"27753","ENSG00000129467","ADCY4","NM_139247"
"27754","ENSG00000163898","LIPH","NM_139248"
"27755","ENSG00000166926","MS4A6E","NM_139249"
"27756","ENSG00000268651","CTAG1A","NM_139250"
"27757","ENSG00000103966","EHD4","NM_139265"
"27758","ENSG00000115415","STAT1","NM_139266"
"27759","ENSG00000278191","CARS1","NM_139273"
"27760","ENSG00000110619","CARS1","NM_139273"
"27761","ENSG00000168610","STAT3","NM_139276"
"27762","ENSG00000169035","KLK7","NM_139277"
"27763","ENSG00000168481","LGI3","NM_139278"
"27764","ENSG00000180398","MCFD2","NM_139279"
"27765","ENSG00000172057","ORMDL3","NM_139280"
"27766","ENSG00000134987","WDR36","NM_139281"
"27767","ENSG00000101883","RHOXF1","NM_139282"
"27768","ENSG00000196850","PPTC7","NM_139283"
"27769","ENSG00000153902","LGI4","NM_139284"
"27770","ENSG00000270765","GAS2L2","NM_139285"
"27771","ENSG00000176386","CDC26","NM_139286"
"27772","ENSG00000147081","AKAP4","NM_139289"
"27773","ENSG00000136758","YME1L1","NM_139312"
"27774","ENSG00000167772","ANGPTL4","NM_139314"
"27775","ENSG00000106290","TAF6","NM_139315"
"27776","ENSG00000078053","AMPH","NM_139316"
"27777","ENSG00000101197","BIRC7","NM_139317"
"27778","ENSG00000140015","KCNH5","NM_139318"
"27779","ENSG00000179520","SLC17A8","NM_139319"
"27780","ENSG00000275917","CHRFAM7A","NM_139320"
"27781","ENSG00000166664","CHRFAM7A","NM_139320"
"27782","ENSG00000088812","ATRN","NM_139321"
"27783","ENSG00000088812","ATRN","NM_139322"
"27784","ENSG00000166913","YWHAB","NM_139323"
"27785","ENSG00000136717","BIN1","NM_139343"
"27786","ENSG00000136717","BIN1","NM_139344"
"27787","ENSG00000136717","BIN1","NM_139345"
"27788","ENSG00000136717","BIN1","NM_139346"
"27789","ENSG00000136717","BIN1","NM_139347"
"27790","ENSG00000136717","BIN1","NM_139348"
"27791","ENSG00000136717","BIN1","NM_139349"
"27792","ENSG00000136717","BIN1","NM_139350"
"27793","ENSG00000136717","BIN1","NM_139351"
"27794","ENSG00000143498","TAF1A","NM_139352"
"27795","ENSG00000103168","TAF1C","NM_139353"
"27796","ENSG00000007264","MATK","NM_139354"
"27797","ENSG00000007264","MATK","NM_139355"
"27798","ENSG00000138835","RGS3","NM_144488"
"27799","ENSG00000138835","RGS3","NM_144489"
"27800","ENSG00000159261","CLDN14","NM_144492"
"27801","ENSG00000292208","PQBP1","NM_144495"
"27802","ENSG00000102103","PQBP1","NM_144495"
"27803","ENSG00000131016","AKAP12","NM_144497"
"27804","ENSG00000130703","OSBPL2","NM_144498"
"27805","ENSG00000114349","GNAT1","NM_144499"
"27806","ENSG00000129455","KLK8","NM_144505"
"27807","ENSG00000129455","KLK8","NM_144506"
"27808","ENSG00000129455","KLK8","NM_144507"
"27809","ENSG00000137812","KNL1","NM_144508"
"27810","ENSG00000153574","RPIA","NM_144563"
"27811","ENSG00000141873","SLC39A3","NM_144564"
"27812","ENSG00000140254","DUOXA1","NM_144565"
"27813","ENSG00000196757","ZNF700","NM_144566"
"27814","ENSG00000174606","ANGEL2","NM_144567"
"27815","ENSG00000291802","PIP4P1","NM_144568"
"27816","ENSG00000165782","PIP4P1","NM_144568"
"27817","ENSG00000134668","SPOCD1","NM_144569"
"27818","ENSG00000206053","JPT2","NM_144570"
"27819","ENSG00000138767","CNOT6L","NM_144571"
"27820","ENSG00000167202","TBC1D2B","NM_144572"
"27821","ENSG00000162614","NEXN","NM_144573"
"27822","ENSG00000140153","WDR20","NM_144574"
"27823","ENSG00000162949","CAPN13","NM_144575"
"27824","ENSG00000135469","COQ10A","NM_144576"
"27825","ENSG00000105479","ODAD1","NM_144577"
"27826","ENSG00000168175","MAPK1IP1L","NM_144578"
"27827","ENSG00000144040","SFXN5","NM_144579"
"27828","ENSG00000198715","GLMP","NM_144580"
"27829","ENSG00000126790","L3HYPDH","NM_144581"
"27830","ENSG00000144043","TEX261","NM_144582"
"27831","ENSG00000143882","ATP6V1C2","NM_144583"
"27832","ENSG00000162639","HENMT1","NM_144584"
"27833","ENSG00000197891","SLC22A12","NM_144585"
"27834","ENSG00000150551","LYPD1","NM_144586"
"27835","ENSG00000138152","BTBD16","NM_144587"
"27836","ENSG00000155256","ZFYVE27","NM_144588"
"27837","ENSG00000165644","COMTD1","NM_144589"
"27838","ENSG00000152766","ANKRD22","NM_144590"
"27839","ENSG00000166275","BORCS7","NM_144591"
"27840","ENSG00000167550","RHEBL1","NM_144593"
"27841","ENSG00000170627","GTSF1","NM_144594"
"27842","ENSG00000139737","SLAIN1","NM_144595"
"27843","ENSG00000165533","TTC8","NM_144596"
"27844","ENSG00000169609","C15orf40","NM_144597"
"27845","ENSG00000168904","LRRC28","NM_144598"
"27846","ENSG00000288478","NIPA1","NM_144599"
"27847","ENSG00000170113","NIPA1","NM_144599"
"27848","ENSG00000276914","CEP20","NM_144600"
"27849","ENSG00000133393","CEP20","NM_144600"
"27850","ENSG00000140931","CMTM3","NM_144601"
"27851","ENSG00000166152","C16orf78","NM_144602"
"27852","ENSG00000291939","NOXO1","NM_144603"
"27853","ENSG00000196408","NOXO1","NM_144603"
"27854","ENSG00000158545","ZC3H18","NM_144604"
"27855","ENSG00000140623","SEPTIN12","NM_144605"
"27856","ENSG00000154803","FLCN","NM_144606"
"27857","ENSG00000182224","CYB5D1","NM_144607"
"27858","ENSG00000168517","HEXIM2","NM_144608"
"27859","ENSG00000180329","CCDC43","NM_144609"
"27860","ENSG00000167740","CYB5D2","NM_144611"
"27861","ENSG00000167210","LOXHD1","NM_144612"
"27862","ENSG00000160471","COX6B2","NM_144613"
"27863","ENSG00000230522","MBD3L2","NM_144614"
"27864","ENSG00000167664","TMIGD2","NM_144615"
"27865","ENSG00000167476","JSRP1","NM_144616"
"27866","ENSG00000004776","HSPB6","NM_144617"
"27867","ENSG00000143458","GABPB2","NM_144618"
"27868","ENSG00000122477","LRRC39","NM_144620"
"27869","ENSG00000163354","DCST2","NM_144622"
"27870","ENSG00000152332","UHMK1","NM_144624"
"27871","ENSG00000179178","TMEM125","NM_144626"
"27872","ENSG00000163467","TSACC","NM_144627"
"27873","ENSG00000125875","TBC1D20","NM_144628"
"27874","ENSG00000162944","RFTN2","NM_144629"
"27875","ENSG00000163795","ZNF513","NM_144631"
"27876","ENSG00000170417","TMEM182","NM_144632"
"27877","ENSG00000183960","KCNH8","NM_144633"
"27878","ENSG00000157093","LYZL4","NM_144634"
"27879","ENSG00000175182","FAM131A","NM_144635"
"27880","ENSG00000163528","CHCHD4","NM_144636"
"27881","ENSG00000280516","TMEM42","NM_144638"
"27882","ENSG00000169964","TMEM42","NM_144638"
"27883","ENSG00000159650","UROC1","NM_144639"
"27884","ENSG00000164088","PPM1M","NM_144641"
"27885","ENSG00000163630","SYNPR","NM_144642"
"27886","ENSG00000151466","SCLT1","NM_144643"
"27887","ENSG00000150628","SPATA4","NM_144644"
"27888","ENSG00000163633","C4orf36","NM_144645"
"27889","ENSG00000132465","JCHAIN","NM_144646"
"27890","ENSG00000152611","CAPSL","NM_144647"
"27891","ENSG00000155530","LRGUK","NM_144648"
"27892","ENSG00000165071","TMEM71","NM_144649"
"27893","ENSG00000147576","ADHFE1","NM_144650"
"27894","ENSG00000147485","PXDNL","NM_144651"
"27895","ENSG00000165046","LETM2","NM_144652"
"27896","ENSG00000148411","NACC2","NM_144653"
"27897","ENSG00000160345","PIERCE1","NM_144654"
"27898","ENSG00000165259","HDX","NM_144657"
"27899","ENSG00000147251","DOCK11","NM_144658"
"27900","ENSG00000242220","TCP10L","NM_144659"
"27901","ENSG00000156671","SAMD8","NM_144660"
"27902","ENSG00000291892","C10orf82","NM_144661"
"27903","ENSG00000165863","C10orf82","NM_144661"
"27904","ENSG00000154611","PSMA8","NM_144662"
"27905","ENSG00000077458","FAM76B","NM_144664"
"27906","ENSG00000149212","SESN3","NM_144665"
"27907","ENSG00000179532","DNHD1","NM_144666"
"27908","ENSG00000158023","CFAP251","NM_144668"
"27909","ENSG00000151948","GLT1D1","NM_144669"
"27910","ENSG00000166535","A2ML1","NM_144670"
"27911","ENSG00000198324","PHETA1","NM_144671"
"27912","ENSG00000155719","OTOA","NM_144672"
"27913","ENSG00000140932","CMTM2","NM_144673"
"27914","ENSG00000153060","TEKT5","NM_144674"
"27915","ENSG00000169181","GSG1L","NM_144675"
"27916","ENSG00000157315","TMED6","NM_144676"
"27917","ENSG00000167889","MGAT5B","NM_144677"
"27918","ENSG00000167302","TEPSIN","NM_144679"
"27919","ENSG00000154957","ZNF18","NM_144680"
"27920","ENSG00000161973","CCDC42","NM_144681"
"27921","ENSG00000154760","SLFN13","NM_144682"
"27922","ENSG00000167536","DHRS13","NM_144683"
"27923","ENSG00000198464","ZNF480","NM_144684"
"27924","ENSG00000160396","HIPK4","NM_144685"
"27925","ENSG00000277789","TMC4","NM_144686"
"27926","ENSG00000277667","TMC4","NM_144686"
"27927","ENSG00000278363","TMC4","NM_144686"
"27928","ENSG00000274384","TMC4","NM_144686"
"27929","ENSG00000276260","TMC4","NM_144686"
"27930","ENSG00000274905","TMC4","NM_144686"
"27931","ENSG00000274873","TMC4","NM_144686"
"27932","ENSG00000277996","TMC4","NM_144686"
"27933","ENSG00000273722","TMC4","NM_144686"
"27934","ENSG00000167608","TMC4","NM_144686"
"27935","ENSG00000142405","NLRP12","NM_144687"
"27936","ENSG00000161609","KASH5","NM_144688"
"27937","ENSG00000197050","ZNF420","NM_144689"
"27938","ENSG00000018869","ZNF582","NM_144690"
"27939","ENSG00000292260","","NM_144691"
"27940","ENSG00000182472","CAPN12","NM_144691"
"27941","ENSG00000291737","ZNF558","NM_144693"
"27942","ENSG00000167785","ZNF558","NM_144693"
"27943","ENSG00000171827","ZNF570","NM_144694"
"27944","ENSG00000162819","BROX","NM_144695"
"27945","ENSG00000162779","AXDND1","NM_144696"
"27946","ENSG00000159208","CIART","NM_144697"
"27947","ENSG00000198483","ANKRD35","NM_144698"
"27948","ENSG00000132681","ATP1A4","NM_144699"
"27949","ENSG00000162594","IL23R","NM_144701"
"27950","ENSG00000160838","LRRC71","NM_144702"
"27951","ENSG00000149657","LSM14B","NM_144703"
"27952","ENSG00000183773","AIFM3","NM_144704"
"27953","ENSG00000163060","TEKT4","NM_144705"
"27954","ENSG00000273045","C2orf15","NM_144706"
"27955","ENSG00000292084","PROM2","NM_144707"
"27956","ENSG00000155066","PROM2","NM_144707"
"27957","ENSG00000151687","ANKAR","NM_144708"
"27958","ENSG00000162927","PUS10","NM_144709"
"27959","ENSG00000186522","SEPTIN10","NM_144710"
"27960","ENSG00000213160","KLHL23","NM_144711"
"27961","ENSG00000213901","SLC23A3","NM_144712"
"27962","ENSG00000115841","RMDN2","NM_144713"
"27963","ENSG00000163576","EFHB","NM_144715"
"27964","ENSG00000160799","CCDC12","NM_144716"
"27965","ENSG00000174564","IL20RB","NM_144717"
"27966","ENSG00000163611","SPICE1","NM_144718"
"27967","ENSG00000244607","CCDC13","NM_144719"
"27968","ENSG00000152969","JAKMIP1","NM_144720"
"27969","ENSG00000174796","THAP6","NM_144721"
"27970","ENSG00000152582","SPEF2","NM_144722"
"27971","ENSG00000146007","ZMAT2","NM_144723"
"27972","ENSG00000205838","TTC23L","NM_144725"
"27973","ENSG00000145860","RNF145","NM_144726"
"27974","ENSG00000127377","CRYGN","NM_144727"
"27975","ENSG00000105323","HNRNPUL1","NM_144732"
"27976","ENSG00000003509","NDUFAF7","NM_144736"
"27977","ENSG00000149573","MPZL2","NM_144765"
"27978","ENSG00000127074","RGS13","NM_144766"
"27979","ENSG00000168269","FOXI1","NM_144769"
"27980","ENSG00000185272","RBM11","NM_144770"
"27981","ENSG00000163382","NAXE","NM_144772"
"27982","ENSG00000101292","PROKR2","NM_144773"
"27983","ENSG00000283741","SMCR8","NM_144775"
"27984","ENSG00000176994","SMCR8","NM_144775"
"27985","ENSG00000136155","SCEL","NM_144777"
"27986","ENSG00000139793","MBNL2","NM_144778"
"27987","ENSG00000089327","FXYD5","NM_144779"
"27988","ENSG00000071994","PDCD2","NM_144781"
"27989","ENSG00000167757","KLK11","NM_144947"
"27990","ENSG00000171150","SOCS5","NM_144949"
"27991","ENSG00000007038","PRSS21","NM_144956"
"27992","ENSG00000007038","PRSS21","NM_144957"
"27993","ENSG00000134020","PEBP4","NM_144962"
"27994","ENSG00000176853","FAM91A1","NM_144963"
"27995","ENSG00000165275","TRMT10B","NM_144964"
"27996","ENSG00000167094","TTC16","NM_144965"
"27997","ENSG00000164946","FREM1","NM_144966"
"27998","ENSG00000147256","ARHGAP36","NM_144967"
"27999","ENSG00000158423","RIBC1","NM_144968"
"28000","ENSG00000102383","ZDHHC15","NM_144969"
"28001","ENSG00000185753","CXorf38","NM_144970"
"28002","ENSG00000166800","LDHAL6A","NM_144972"
"28003","ENSG00000170456","DENND5B","NM_144973"
"28004","ENSG00000151773","CCDC122","NM_144974"
"28005","ENSG00000166750","SLFN5","NM_144975"
"28006","ENSG00000249709","ZNF564","NM_144976"
"28007","ENSG00000213047","DENND1B","NM_144977"
"28008","ENSG00000163006","CCDC138","NM_144978"
"28009","ENSG00000151962","RBM46","NM_144979"
"28010","ENSG00000112539","C6orf118","NM_144980"
"28011","ENSG00000148950","IMMP1L","NM_144981"
"28012","ENSG00000133858","ZFC3H1","NM_144982"
"28013","ENSG00000165633","VSTM4","NM_144984"
"28014","ENSG00000139880","CDH24","NM_144985"
"28015","ENSG00000161265","U2AF1L4","NM_144987"
"28016","ENSG00000172339","ALG14","NM_144988"
"28017","ENSG00000185842","DNAH14","NM_144989"
"28018","ENSG00000171790","SLFNL1","NM_144990"
"28019","ENSG00000175894","TSPEAR","NM_144991"
"28020","ENSG00000168658","VWA3B","NM_144992"
"28021","ENSG00000163126","ANKRD23","NM_144994"
"28022","ENSG00000169379","ARL13B","NM_144996"
"28023","ENSG00000154803","FLCN","NM_144997"
"28024","ENSG00000169689","CENPX","NM_144998"
"28025","ENSG00000169683","LRRC45","NM_144999"
"28026","ENSG00000164188","RANBP3L","NM_145000"
